YEAR,STATION_TYPE,STATION_ID,SAMPLE_ID,STATION_DEPTH_m,TOW_DIST_m,SP_CODE,SP_NAME,ABUNDANCE
2015,TidalCreek,RT15097,20158409,2.4,250,A271,Lagodon rhomboides,1
2015,TidalCreek,RT15104,20158510,2.1,250,A271,Lagodon rhomboides,8
2015,TidalCreek,RT15105,20158529,1,250,A271,Lagodon rhomboides,8
2015,TidalCreek,RT15105,20158530,1.1,250,A271,Lagodon rhomboides,19
2015,TidalCreek,RT15106,20158549,2.4,250,A271,Lagodon rhomboides,2
2016,TidalCreek,RT16116,20168329,3,250,A271,Lagodon rhomboides,6
2016,TidalCreek,RT16127,20168409,1.5,250,A271,Lagodon rhomboides,10
2016,TidalCreek,RT16127,20168410,1.5,250,A271,Lagodon rhomboides,8
2016,TidalCreek,RT16129,20168430,1.8,250,A271,Lagodon rhomboides,3
2016,TidalCreek,RT16132,20168489,5.2,250,A271,Lagodon rhomboides,4
2016,TidalCreek,RT16132,20168490,2.4,250,A271,Lagodon rhomboides,4
2016,TidalCreek,RT16137,20168549,2.4,250,A271,Lagodon rhomboides,4
2016,TidalCreek,RT16137,20168550,2.1,250,A271,Lagodon rhomboides,2
2017,OpenWater,RO17408,20178249,1.8,500,A271,Lagodon rhomboides,31
2017,OpenWater,RO17408,20178250,1.8,500,A271,Lagodon rhomboides,13
2017,TidalCreek,RT17149,20178429,1.5,250,A271,Lagodon rhomboides,1
2017,TidalCreek,RT17149,20178430,2.1,250,A271,Lagodon rhomboides,8
2017,TidalCreek,RT17150,20178450,1.2,250,A271,Lagodon rhomboides,2
2017,TidalCreek,RT17153,20178509,4,250,A271,Lagodon rhomboides,2
2018,OpenWater,RO18412,20188049,5.5,500,A271,Lagodon rhomboides,4
2018,TidalCreek,RT18164,20188329,3,250,A271,Lagodon rhomboides,3
2018,TidalCreek,RT18164,20188330,3.4,250,A271,Lagodon rhomboides,2
2018,TidalCreek,RT18169,20188349,1.3,250,A271,Lagodon rhomboides,25
2018,TidalCreek,RT18169,20188350,1.3,250,A271,Lagodon rhomboides,8
2018,TidalCreek,RT18175,20188389,1.5,250,A271,Lagodon rhomboides,1
2018,TidalCreek,RT18176,20188409,1.2,200,A271,Lagodon rhomboides,1
2018,TidalCreek,RT18178,20188429,3.7,250,A271,Lagodon rhomboides,6
2018,TidalCreek,RT18180,20188469,4,250,A271,Lagodon rhomboides,28
2018,TidalCreek,RT18180,20188470,7,250,A271,Lagodon rhomboides,14
2018,TidalCreek,RT18181,20188489,4,250,A271,Lagodon rhomboides,2
2018,TidalCreek,RT18181,20188490,4.6,250,A271,Lagodon rhomboides,1
2018,TidalCreek,RT18186,20188529,3.4,250,A271,Lagodon rhomboides,2
2018,TidalCreek,RT18186,20188530,3.4,250,A271,Lagodon rhomboides,1
2018,TidalCreek,RT18191,20188589,1.5,250,A271,Lagodon rhomboides,5
2018,TidalCreek,RT18191,20188590,1.5,250,A271,Lagodon rhomboides,2
2004,OpenWater,RO046083,20048450,4.9,500,A283,Larimus fasciatus,2
2008,OpenWater,RO08357,20088570,4.9,500,A283,Larimus fasciatus,1
2018,OpenWater,RO18412,20188050,6.1,500,D285,Leander tenuicornis,1
1999,OpenWater,RO99303,19995852,1,500,A284,Leiostomus xanthurus,2
1999,OpenWater,RO99307,19995232,2,500,A284,Leiostomus xanthurus,1
1999,OpenWater,RO99307,19995233,2,500,A284,Leiostomus xanthurus,1
1999,OpenWater,RO99309,19995832,5,500,A284,Leiostomus xanthurus,2
1999,OpenWater,RO99312,19995152,6,500,A284,Leiostomus xanthurus,6
1999,OpenWater,RO99312,19995153,6,500,A284,Leiostomus xanthurus,1
1999,OpenWater,RO99315,19995512,3,500,A284,Leiostomus xanthurus,3
1999,OpenWater,RO99315,19995513,3,500,A284,Leiostomus xanthurus,1
1999,OpenWater,RO99316,19996013,3.5,500,A284,Leiostomus xanthurus,1
1999,OpenWater,RO99317,19995132,5.3,500,A284,Leiostomus xanthurus,2
1999,OpenWater,RO99317,19995133,5.3,500,A284,Leiostomus xanthurus,3
1999,OpenWater,RO99318,19995773,4,500,A284,Leiostomus xanthurus,1
1999,OpenWater,RO99320,19995533,10,500,A284,Leiostomus xanthurus,1
1999,OpenWater,RO99321,19996032,2,500,A284,Leiostomus xanthurus,1
1999,OpenWater,RO99323,19995652,2,510,A284,Leiostomus xanthurus,3
1999,OpenWater,RO99323,19995653,2,500,A284,Leiostomus xanthurus,2
1999,OpenWater,RO99324,19995452,5,500,A284,Leiostomus xanthurus,16
1999,OpenWater,RO99327,19995113,2,500,A284,Leiostomus xanthurus,1
1999,OpenWater,RO99330,19995572,4,500,A284,Leiostomus xanthurus,1
1999,OpenWater,RO99330,19995573,4,500,A284,Leiostomus xanthurus,2
1999,TidalCreek,RT99001,19995272,4,250,A284,Leiostomus xanthurus,1
1999,TidalCreek,RT99003,19995292,4.5,250,A284,Leiostomus xanthurus,27
1999,TidalCreek,RT99003,19995293,4.5,250,A284,Leiostomus xanthurus,22
1999,TidalCreek,RT99004,19996272,1.3,250,A284,Leiostomus xanthurus,5
1999,TidalCreek,RT99004,19996273,1.3,250,A284,Leiostomus xanthurus,4
1999,TidalCreek,RT99005,19995472,1,250,A284,Leiostomus xanthurus,1
1999,TidalCreek,RT99005,19995473,1,250,A284,Leiostomus xanthurus,1
1999,TidalCreek,RT99006,19996152,1,250,A284,Leiostomus xanthurus,1
1999,TidalCreek,RT99006,19996153,1,250,A284,Leiostomus xanthurus,1
1999,TidalCreek,RT99007,19996192,3.3,250,A284,Leiostomus xanthurus,1
1999,TidalCreek,RT99007,19996193,3.3,250,A284,Leiostomus xanthurus,3
1999,TidalCreek,RT99008,19995312,2.8,250,A284,Leiostomus xanthurus,7
1999,TidalCreek,RT99008,19995313,2.8,250,A284,Leiostomus xanthurus,7
1999,TidalCreek,RT99009,19995932,2,250,A284,Leiostomus xanthurus,13
1999,TidalCreek,RT99009,19995933,2,250,A284,Leiostomus xanthurus,31
1999,TidalCreek,RT99010,19995732,2,250,A284,Leiostomus xanthurus,4
1999,TidalCreek,RT99013,19995332,3,250,A284,Leiostomus xanthurus,8
1999,TidalCreek,RT99013,19995333,3,250,A284,Leiostomus xanthurus,18
1999,TidalCreek,RT99017,19995052,1.1,250,A284,Leiostomus xanthurus,1
1999,TidalCreek,RT99017,19995053,1.1,250,A284,Leiostomus xanthurus,3
1999,TidalCreek,RT99019,19995592,2,250,A284,Leiostomus xanthurus,4
1999,TidalCreek,RT99019,19995593,2,250,A284,Leiostomus xanthurus,4
1999,TidalCreek,RT99021,19995092,1.5,250,A284,Leiostomus xanthurus,2
1999,TidalCreek,RT99021,19995093,1.5,250,A284,Leiostomus xanthurus,4
1999,TidalCreek,RT99022,19995552,2,250,A284,Leiostomus xanthurus,3
1999,TidalCreek,RT99022,19995553,2,250,A284,Leiostomus xanthurus,1
1999,TidalCreek,RT99026,19995192,2,250,A284,Leiostomus xanthurus,22
1999,TidalCreek,RT99026,19995193,2,250,A284,Leiostomus xanthurus,39
1999,TidalCreek,RT99027,19995012,2.8,250,A284,Leiostomus xanthurus,7
1999,TidalCreek,RT99027,19995013,2.8,250,A284,Leiostomus xanthurus,4
1999,TidalCreek,RT99030,19995912,1.3,250,A284,Leiostomus xanthurus,3
1999,TidalCreek,RT99030,19995913,1.3,250,A284,Leiostomus xanthurus,2
1999,TidalCreek,RT99038,19996093,2,250,A284,Leiostomus xanthurus,1
1999,TidalCreek,RT99039,19995992,3,250,A284,Leiostomus xanthurus,2
1999,TidalCreek,RT99039,19995993,3,250,A284,Leiostomus xanthurus,1
1999,TidalCreek,RT99040,19995872,4,250,A284,Leiostomus xanthurus,2
2000,OpenWater,RO00006,20007033,4.9,500,A284,Leiostomus xanthurus,12
2000,OpenWater,RO00006,20007035,5.8,500,A284,Leiostomus xanthurus,12
2000,OpenWater,RO00007,20006415,4.9,500,A284,Leiostomus xanthurus,2
2000,OpenWater,RO00009,20006013,1.2,500,A284,Leiostomus xanthurus,2
2000,OpenWater,RO00009,20006015,2.1,500,A284,Leiostomus xanthurus,1
2000,OpenWater,RO00015,20007053,4.9,500,A284,Leiostomus xanthurus,1
2000,OpenWater,RO00016,20006573,1.5,500,A284,Leiostomus xanthurus,14
2000,OpenWater,RO00016,20006575,4,500,A284,Leiostomus xanthurus,2
2000,OpenWater,RO00017,20006253,5.5,500,A284,Leiostomus xanthurus,1
2000,OpenWater,RO00017,20006255,5.5,500,A284,Leiostomus xanthurus,1
2000,OpenWater,RO00019,20006893,6.1,500,A284,Leiostomus xanthurus,20
2000,OpenWater,RO00019,20006895,6.1,500,A284,Leiostomus xanthurus,29
2000,OpenWater,RO00033,20006653,1.2,500,A284,Leiostomus xanthurus,1
2000,OpenWater,RO00035,20006733,5.5,500,A284,Leiostomus xanthurus,1
2000,OpenWater,RO00035,20006735,3,500,A284,Leiostomus xanthurus,5
2000,OpenWater,RO00045,20006495,3,500,A284,Leiostomus xanthurus,2
2000,OpenWater,RO00047,20006133,8.2,500,A284,Leiostomus xanthurus,1
2000,OpenWater,RO00047,20006135,7.3,500,A284,Leiostomus xanthurus,4
2000,OpenWater,RO00056,20006433,7,500,A284,Leiostomus xanthurus,8
2000,OpenWater,RO00057,20007175,4,500,A284,Leiostomus xanthurus,1
2000,OpenWater,RO00058,20006353,5.8,500,A284,Leiostomus xanthurus,18
2000,OpenWater,RO00058,20006355,5.8,500,A284,Leiostomus xanthurus,12
2000,OpenWater,RO00059,20006913,3.4,500,A284,Leiostomus xanthurus,1
2000,TidalCreek,RT00501,20006975,3.4,250,A284,Leiostomus xanthurus,1
2000,TidalCreek,RT00503,20006753,3,250,A284,Leiostomus xanthurus,21
2000,TidalCreek,RT00503,20006755,4,250,A284,Leiostomus xanthurus,3
2000,TidalCreek,RT00504,20006193,2.1,250,A284,Leiostomus xanthurus,1
2000,TidalCreek,RT00504,20006195,1.8,250,A284,Leiostomus xanthurus,2
2000,TidalCreek,RT00505,20006593,2.1,250,A284,Leiostomus xanthurus,1
2000,TidalCreek,RT00517,20006075,2.4,250,A284,Leiostomus xanthurus,4
2000,TidalCreek,RT00518,20006773,1.2,250,A284,Leiostomus xanthurus,23
2000,TidalCreek,RT00518,20006775,2.1,250,A284,Leiostomus xanthurus,1
2000,TidalCreek,RT00519,20006375,2.4,250,A284,Leiostomus xanthurus,3
2000,TidalCreek,RT00523,20006853,1.5,250,A284,Leiostomus xanthurus,2
2000,TidalCreek,RT00523,20006855,1.5,250,A284,Leiostomus xanthurus,10
2000,TidalCreek,RT00528,20006313,1,250,A284,Leiostomus xanthurus,7
2000,TidalCreek,RT00528,20006315,1,250,A284,Leiostomus xanthurus,20
2000,TidalCreek,RT00530,20006713,0.9,250,A284,Leiostomus xanthurus,2
2000,TidalCreek,RT00530,20006715,0.9,250,A284,Leiostomus xanthurus,3
2000,TidalCreek,RT00531,20006453,2.4,250,A284,Leiostomus xanthurus,2
2000,TidalCreek,RT00531,20006455,1.5,250,A284,Leiostomus xanthurus,2
2000,TidalCreek,RT00541,20006935,3.7,250,A284,Leiostomus xanthurus,1
2000,TidalCreek,RT00542,20006533,0.6,250,A284,Leiostomus xanthurus,7
2000,TidalCreek,RT00542,20006535,0.6,280,A284,Leiostomus xanthurus,13
2000,TidalCreek,RT00543,20006213,4.9,250,A284,Leiostomus xanthurus,8
2000,TidalCreek,RT00543,20006215,1.8,250,A284,Leiostomus xanthurus,5
2000,TidalCreek,RT00544,20006553,2.7,250,A284,Leiostomus xanthurus,6
2000,TidalCreek,RT00544,20006555,5.2,250,A284,Leiostomus xanthurus,1
2000,TidalCreek,RT00546,20006955,4.3,250,A284,Leiostomus xanthurus,3
2000,TidalCreek,RT00547,20006793,1.5,250,A284,Leiostomus xanthurus,19
2000,TidalCreek,RT00547,20006795,1.5,250,A284,Leiostomus xanthurus,6
2000,TidalCreek,RT00548,20006233,1.2,250,A284,Leiostomus xanthurus,140
2000,TidalCreek,RT00548,20006235,1.2,250,A284,Leiostomus xanthurus,199
2000,TidalCreek,RT00549,20006473,1.2,250,A284,Leiostomus xanthurus,2
2000,TidalCreek,RT00549,20006475,1.2,250,A284,Leiostomus xanthurus,2
2000,TidalCreek,RT00556,20007013,0.9,220,A284,Leiostomus xanthurus,5
2000,TidalCreek,RT00556,20007015,2.4,220,A284,Leiostomus xanthurus,7
2000,TidalCreek,RT00557,20006393,0.9,250,A284,Leiostomus xanthurus,3
2000,TidalCreek,RT00557,20006395,1.2,250,A284,Leiostomus xanthurus,4
2000,TidalCreek,RT00558,20006635,2.1,250,A284,Leiostomus xanthurus,3
2001,OpenWater,RO01108,20017413,2.1,500,A284,Leiostomus xanthurus,2
2001,OpenWater,RO01110,20018154,5,500,A284,Leiostomus xanthurus,1
2001,OpenWater,RO01112,20017333,6.4,500,A284,Leiostomus xanthurus,2
2001,OpenWater,RO01112,20017334,7.3,500,A284,Leiostomus xanthurus,2
2001,OpenWater,RO01113,20017173,7.3,500,A284,Leiostomus xanthurus,22
2001,OpenWater,RO01113,20017174,7.9,500,A284,Leiostomus xanthurus,1
2001,OpenWater,RO01114,20017593,0.9,500,A284,Leiostomus xanthurus,4
2001,OpenWater,RO01117,20017353,2.1,500,A284,Leiostomus xanthurus,1
2001,OpenWater,RO01117,20017354,1.8,500,A284,Leiostomus xanthurus,5
2001,OpenWater,RO01122,20017534,2.1,500,A284,Leiostomus xanthurus,2
2001,OpenWater,RO01123,20017993,7.6,500,A284,Leiostomus xanthurus,4
2001,OpenWater,RO01124,20018134,5.5,460,A284,Leiostomus xanthurus,3
2001,OpenWater,RO01125,20017293,3.4,500,A284,Leiostomus xanthurus,3
2001,OpenWater,RO01129,20017033,7.6,500,A284,Leiostomus xanthurus,20
2001,OpenWater,RO01129,20017034,8.5,500,A284,Leiostomus xanthurus,185
2001,OpenWater,RO01131,20017793,1.5,500,A284,Leiostomus xanthurus,4
2001,OpenWater,RO01131,20017794,1.8,500,A284,Leiostomus xanthurus,5
2001,OpenWater,RO01132,20018033,5.2,500,A284,Leiostomus xanthurus,11
2001,OpenWater,RO01132,20018034,3.7,500,A284,Leiostomus xanthurus,25
2001,OpenWater,RO01133,20017653,12.5,500,A284,Leiostomus xanthurus,1
2001,OpenWater,RO01144,20017874,6,500,A284,Leiostomus xanthurus,7
2001,OpenWater,RO01145,20017853,4.9,500,A284,Leiostomus xanthurus,13
2001,OpenWater,RO01145,20017854,4.9,500,A284,Leiostomus xanthurus,5
2001,OpenWater,RO01146,20017314,7.6,500,A284,Leiostomus xanthurus,2
2001,OpenWater,RO01147,20017633,6.1,500,A284,Leiostomus xanthurus,34
2001,OpenWater,RO01147,20017634,4.6,500,A284,Leiostomus xanthurus,5
2001,OpenWater,RO01148,20017713,2.7,500,A284,Leiostomus xanthurus,14
2001,OpenWater,RO01148,20017714,2.7,500,A284,Leiostomus xanthurus,70
2001,OpenWater,RO01162,20018053,4.9,500,A284,Leiostomus xanthurus,1
2001,OpenWater,RO01164,20017673,6.7,500,A284,Leiostomus xanthurus,6
2001,OpenWater,RO01165,20017213,4.9,500,A284,Leiostomus xanthurus,49
2001,OpenWater,RO01165,20017214,5.2,500,A284,Leiostomus xanthurus,27
2001,TidalCreek,RT01602,20017233,1.8,250,A284,Leiostomus xanthurus,11
2001,TidalCreek,RT01602,20017234,4.3,250,A284,Leiostomus xanthurus,15
2001,TidalCreek,RT01604,20017954,2,160,A284,Leiostomus xanthurus,5
2001,TidalCreek,RT01606,20017493,3,250,A284,Leiostomus xanthurus,5
2001,TidalCreek,RT01606,20017494,2.1,250,A284,Leiostomus xanthurus,12
2001,TidalCreek,RT01619,20017754,2.14,250,A284,Leiostomus xanthurus,3
2001,TidalCreek,RT01625,20018013,1.5,250,A284,Leiostomus xanthurus,1
2001,TidalCreek,RT01625,20018014,1.8,250,A284,Leiostomus xanthurus,2
2001,TidalCreek,RT01628,20017053,3,250,A284,Leiostomus xanthurus,2
2001,TidalCreek,RT01628,20017054,2.4,250,A284,Leiostomus xanthurus,3
2001,TidalCreek,RT01633,20017153,3,250,A284,Leiostomus xanthurus,5
2001,TidalCreek,RT01633,20017154,7,250,A284,Leiostomus xanthurus,2
2001,TidalCreek,RT01642,20017933,1.8,250,A284,Leiostomus xanthurus,1
2001,TidalCreek,RT01642,20017934,1.8,250,A284,Leiostomus xanthurus,1
2001,TidalCreek,RT01643,20018093,4.2,250,A284,Leiostomus xanthurus,1
2001,TidalCreek,RT01643,20018094,4.2,250,A284,Leiostomus xanthurus,1
2001,TidalCreek,RT01644,20017013,1.5,250,A284,Leiostomus xanthurus,1
2001,TidalCreek,RT01644,20017014,1.5,250,A284,Leiostomus xanthurus,3
2001,TidalCreek,RT01645,20017474,3,250,A284,Leiostomus xanthurus,1
2001,TidalCreek,RT01646,20017253,2,250,A284,Leiostomus xanthurus,3
2001,TidalCreek,RT01646,20017254,1.5,250,A284,Leiostomus xanthurus,4
2001,TidalCreek,RT01647,20017893,1,250,A284,Leiostomus xanthurus,27
2001,TidalCreek,RT01647,20017894,1,250,A284,Leiostomus xanthurus,28
2001,TidalCreek,RT01648,20018213,3.7,250,A284,Leiostomus xanthurus,3
2001,TidalCreek,RT01648,20018214,4,250,A284,Leiostomus xanthurus,1
2001,TidalCreek,RT01649,20017914,4,250,A284,Leiostomus xanthurus,3
2001,TidalCreek,RT01652,20017833,2.7,250,A284,Leiostomus xanthurus,25
2001,TidalCreek,RT01652,20017834,2.7,250,A284,Leiostomus xanthurus,14
2001,TidalCreek,RT01653,20017693,2.1,250,A284,Leiostomus xanthurus,1
2001,TidalCreek,RT01654,20017553,1.5,250,A284,Leiostomus xanthurus,32
2001,TidalCreek,RT01654,20017554,3,250,A284,Leiostomus xanthurus,5
2001,TidalCreek,RT01655,20017453,1.2,250,A284,Leiostomus xanthurus,1
2001,TidalCreek,RT01664,20017733,4.6,250,A284,Leiostomus xanthurus,3
2001,TidalCreek,RT01664,20017734,4,250,A284,Leiostomus xanthurus,29
2001,TidalCreek,RT01665,20017813,1.2,250,A284,Leiostomus xanthurus,12
2001,TidalCreek,RT01665,20017814,1.2,250,A284,Leiostomus xanthurus,51
2001,TidalCreek,RT01668,20017573,2.1,250,A284,Leiostomus xanthurus,21
2001,TidalCreek,RT01668,20017574,2.1,250,A284,Leiostomus xanthurus,44
2002,OpenWater,RO026002,20027973,3,500,A284,Leiostomus xanthurus,2
2002,OpenWater,RO026004,20027513,2.4,500,A284,Leiostomus xanthurus,1
2002,OpenWater,RO026008,20027532,2.7,500,A284,Leiostomus xanthurus,14
2002,OpenWater,RO026008,20027533,2.24,500,A284,Leiostomus xanthurus,10
2002,OpenWater,RO026010,20027592,5.5,500,A284,Leiostomus xanthurus,1
2002,OpenWater,RO026010,20027593,4.9,500,A284,Leiostomus xanthurus,6
2002,OpenWater,RO026012,20027573,4.3,500,A284,Leiostomus xanthurus,2
2002,OpenWater,RO026013,20027192,2.7,510,A284,Leiostomus xanthurus,14
2002,OpenWater,RO026013,20027193,4,470,A284,Leiostomus xanthurus,1
2002,OpenWater,RO026014,20027993,7.3,500,A284,Leiostomus xanthurus,4
2002,OpenWater,RO026018,20027613,9.4,500,A284,Leiostomus xanthurus,2
2002,OpenWater,RO026020,20027952,6,500,A284,Leiostomus xanthurus,3
2002,OpenWater,RO026020,20027953,9.1,500,A284,Leiostomus xanthurus,1
2002,OpenWater,RO026021,20027632,3,500,A284,Leiostomus xanthurus,86
2002,OpenWater,RO026021,20027633,2.1,500,A284,Leiostomus xanthurus,28
2002,OpenWater,RO026023,20027652,6.4,500,A284,Leiostomus xanthurus,5
2002,OpenWater,RO026024,20027492,3.4,500,A284,Leiostomus xanthurus,1
2002,OpenWater,RO026025,20027292,4.6,500,A284,Leiostomus xanthurus,1
2002,OpenWater,RO026025,20027293,2.4,500,A284,Leiostomus xanthurus,1
2002,OpenWater,RO026027,20027312,4.6,500,A284,Leiostomus xanthurus,8
2002,OpenWater,RO026027,20027313,2.7,500,A284,Leiostomus xanthurus,25
2002,OpenWater,RO026029,20027272,3,500,A284,Leiostomus xanthurus,1
2002,OpenWater,RO026029,20027273,2.4,500,A284,Leiostomus xanthurus,1
2002,OpenWater,RO026030,20027793,5.2,500,A284,Leiostomus xanthurus,3
2002,OpenWater,RO026151,20027412,4,500,A284,Leiostomus xanthurus,1
2002,TidalCreek,RT022002,20028193,3.7,250,A284,Leiostomus xanthurus,1
2002,TidalCreek,RT022004,20028092,2.7,250,A284,Leiostomus xanthurus,2
2002,TidalCreek,RT022005,20027232,4,250,A284,Leiostomus xanthurus,3
2002,TidalCreek,RT022005,20027233,3,250,A284,Leiostomus xanthurus,8
2002,TidalCreek,RT022006,20027832,3.4,250,A284,Leiostomus xanthurus,1
2002,TidalCreek,RT022007,20027453,1.5,250,A284,Leiostomus xanthurus,2
2002,TidalCreek,RT022009,20027432,3.7,250,A284,Leiostomus xanthurus,4
2002,TidalCreek,RT022009,20027433,2.4,250,A284,Leiostomus xanthurus,4
2002,TidalCreek,RT022015,20027112,3.4,250,A284,Leiostomus xanthurus,14
2002,TidalCreek,RT022015,20027113,3.4,250,A284,Leiostomus xanthurus,13
2002,TidalCreek,RT022016,20027552,2.7,250,A284,Leiostomus xanthurus,6
2002,TidalCreek,RT022016,20027553,2.7,250,A284,Leiostomus xanthurus,2
2002,TidalCreek,RT022019,20027253,3,250,A284,Leiostomus xanthurus,4
2002,TidalCreek,RT022021,20027212,4.9,250,A284,Leiostomus xanthurus,19
2002,TidalCreek,RT022021,20027213,2.7,250,A284,Leiostomus xanthurus,33
2002,TidalCreek,RT022022,20027913,0.9,250,A284,Leiostomus xanthurus,1
2002,TidalCreek,RT022027,20027052,2.4,250,A284,Leiostomus xanthurus,1
2002,TidalCreek,RT022027,20027053,2.7,250,A284,Leiostomus xanthurus,5
2002,TidalCreek,RT022153,20027673,1.2,250,A284,Leiostomus xanthurus,2
2002,TidalCreek,RT022155,20027693,2.1,250,A284,Leiostomus xanthurus,1
2002,TidalCreek,RT022156,20028173,4,250,A284,Leiostomus xanthurus,1
2002,TidalCreek,RT022157,20027072,4.9,250,A284,Leiostomus xanthurus,1
2002,TidalCreek,RT022157,20027073,4.9,250,A284,Leiostomus xanthurus,1
2002,TidalCreek,RT022160,20027932,1.8,250,A284,Leiostomus xanthurus,6
2002,TidalCreek,RT022160,20027933,2.1,250,A284,Leiostomus xanthurus,5
2002,TidalCreek,RT022162,20028012,3,250,A284,Leiostomus xanthurus,1
2002,TidalCreek,RT022164,20028073,2.7,250,A284,Leiostomus xanthurus,1
2002,TidalCreek,RT022165,20027472,2.1,250,A284,Leiostomus xanthurus,1
2002,TidalCreek,RT022165,20027473,2.1,250,A284,Leiostomus xanthurus,4
2002,TidalCreek,RT022167,20027132,4.3,250,A284,Leiostomus xanthurus,7
2002,TidalCreek,RT022167,20027133,2.4,250,A284,Leiostomus xanthurus,3
2003,OpenWater,RO036031,20038011,4.6,500,A284,Leiostomus xanthurus,2
2003,OpenWater,RO036032,20038030,14,500,A284,Leiostomus xanthurus,5
2003,OpenWater,RO036032,20038031,14,500,A284,Leiostomus xanthurus,14
2003,OpenWater,RO036033,20038050,4.9,500,A284,Leiostomus xanthurus,3
2003,OpenWater,RO036033,20038051,4.1,500,A284,Leiostomus xanthurus,6
2003,OpenWater,RO036034,20038070,7.9,500,A284,Leiostomus xanthurus,1
2003,OpenWater,RO036035,20038090,3,500,A284,Leiostomus xanthurus,82
2003,OpenWater,RO036039,20038170,8.2,500,A284,Leiostomus xanthurus,1
2003,OpenWater,RO036040,20038191,3,500,A284,Leiostomus xanthurus,1
2003,OpenWater,RO036041,20038211,4,500,A284,Leiostomus xanthurus,2
2003,OpenWater,RO036042,20038230,6.1,500,A284,Leiostomus xanthurus,5
2003,OpenWater,RO036042,20038231,6.1,500,A284,Leiostomus xanthurus,1
2003,OpenWater,RO036044,20038270,1.8,500,A284,Leiostomus xanthurus,4
2003,OpenWater,RO036047,20038311,6.7,510,A284,Leiostomus xanthurus,1
2003,OpenWater,RO036048,20038330,4.9,500,A284,Leiostomus xanthurus,2
2003,OpenWater,RO036050,20038370,1.8,500,A284,Leiostomus xanthurus,4
2003,OpenWater,RO036050,20038371,3.4,500,A284,Leiostomus xanthurus,7
2003,OpenWater,RO036052,20038390,7.3,500,A284,Leiostomus xanthurus,11
2003,OpenWater,RO036052,20038391,7.3,500,A284,Leiostomus xanthurus,12
2003,OpenWater,RO036053,20038411,3,500,A284,Leiostomus xanthurus,1
2003,OpenWater,RO036054,20038430,2.1,500,A284,Leiostomus xanthurus,1
2003,OpenWater,RO036056,20038471,7,500,A284,Leiostomus xanthurus,1
2003,OpenWater,RO036152,20038570,4.9,500,A284,Leiostomus xanthurus,5
2003,OpenWater,RO036152,20038571,6.7,500,A284,Leiostomus xanthurus,15
2003,OpenWater,RO036153,20038590,5.2,500,A284,Leiostomus xanthurus,4
2003,OpenWater,RO036153,20038591,4,500,A284,Leiostomus xanthurus,1
2003,TidalCreek,RT032032,20038630,6.1,250,A284,Leiostomus xanthurus,6
2003,TidalCreek,RT032032,20038631,4.6,250,A284,Leiostomus xanthurus,10
2003,TidalCreek,RT032033,20038651,2.1,250,A284,Leiostomus xanthurus,2
2003,TidalCreek,RT032035,20038670,1.8,250,A284,Leiostomus xanthurus,6
2003,TidalCreek,RT032039,20038690,3.4,250,A284,Leiostomus xanthurus,12
2003,TidalCreek,RT032039,20038691,4.3,250,A284,Leiostomus xanthurus,9
2003,TidalCreek,RT032040,20038710,2.7,250,A284,Leiostomus xanthurus,2
2003,TidalCreek,RT032040,20038711,2.7,250,A284,Leiostomus xanthurus,6
2003,TidalCreek,RT032041,20038730,2.7,250,A284,Leiostomus xanthurus,1
2003,TidalCreek,RT032041,20038731,1.8,250,A284,Leiostomus xanthurus,1
2003,TidalCreek,RT032043,20038750,1.8,250,A284,Leiostomus xanthurus,7
2003,TidalCreek,RT032043,20038751,1.5,250,A284,Leiostomus xanthurus,2
2003,TidalCreek,RT032046,20038791,3,250,A284,Leiostomus xanthurus,3
2003,TidalCreek,RT032050,20038830,1.8,250,A284,Leiostomus xanthurus,2
2003,TidalCreek,RT032050,20038831,1.8,250,A284,Leiostomus xanthurus,2
2003,TidalCreek,RT032052,20038850,1.8,250,A284,Leiostomus xanthurus,4
2003,TidalCreek,RT032052,20038851,2.4,250,A284,Leiostomus xanthurus,2
2003,TidalCreek,RT032055,20038870,3.7,270,A284,Leiostomus xanthurus,9
2003,TidalCreek,RT032055,20038871,2.1,280,A284,Leiostomus xanthurus,10
2003,TidalCreek,RT032057,20038910,1.5,250,A284,Leiostomus xanthurus,23
2003,TidalCreek,RT032057,20038911,1.5,250,A284,Leiostomus xanthurus,32
2003,TidalCreek,RT032060,20038930,4.9,250,A284,Leiostomus xanthurus,2
2003,TidalCreek,RT032060,20038931,4.9,250,A284,Leiostomus xanthurus,11
2003,TidalCreek,RT032172,20038950,2.4,250,A284,Leiostomus xanthurus,10
2003,TidalCreek,RT032172,20038951,3,250,A284,Leiostomus xanthurus,4
2003,TidalCreek,RT032173,20038970,1.2,250,A284,Leiostomus xanthurus,1
2003,TidalCreek,RT032174,20038991,1.2,250,A284,Leiostomus xanthurus,2
2003,TidalCreek,RT032177,20039031,3.7,250,A284,Leiostomus xanthurus,3
2003,TidalCreek,RT032178,20039050,2.1,250,A284,Leiostomus xanthurus,13
2003,TidalCreek,RT032178,20039051,2.4,250,A284,Leiostomus xanthurus,1
2003,TidalCreek,RT032179,20039070,1.2,250,A284,Leiostomus xanthurus,6
2003,TidalCreek,RT032179,20039071,2.4,250,A284,Leiostomus xanthurus,14
2003,TidalCreek,RT032180,20039090,5.8,250,A284,Leiostomus xanthurus,12
